This is the LOGFILE. The following data represent the estimated hoist position
  0.000, 0.000  
  0.003, 0.003  
  -0.001, -0.001  
  0.003, 0.003  
  0.003, 0.003  
  0.004, 0.004  
  0.004, 0.004  
  -0.003, -0.003  
  -0.002, -0.002  
  0.003, 0.003  
  -0.002, -0.002  
  -0.002, -0.002  
  0.001, 0.001  
  -0.000, -0.000  
  0.001, 0.001  
  -0.001, -0.001  
  0.000, 0.000  
  0.005, 0.005  
  0.005, 0.005  
  0.004, 0.004  
  0.001, 0.001  
  0.002, 0.002  
  0.002, 0.002  
  -0.004, -0.004  
  0.001, 0.001  
  -0.005, -0.005  
  -0.005, -0.005  
  -0.003, -0.003  
  -0.004, -0.004  
  -0.004, -0.004  
  0.003, 0.003  
  -0.003, -0.003  
  -0.001, -0.001  
  -0.004, -0.004  
  -0.004, -0.004  
  0.005, 0.005  
  -0.003, -0.003  
  0.000, 0.000  
  0.000, 0.000  
  0.003, 0.003  
  0.001, 0.001  
  -0.002, -0.002  
  0.001, 0.001  
  0.001, 0.001  
  0.000, 0.000  
  -0.000, -0.000  
  0.005, 0.005  
  -0.002, -0.002  
  -0.002, -0.002  
  0.003, 0.003  
  0.000, 0.000  
  0.003, 0.003  
  -0.001, -0.001  
  -0.001, -0.001  
  0.004, 0.004  
  -0.002, -0.002  
  -0.001, -0.001  
  0.003, 0.003  
  0.003, 0.003  
  0.004, 0.004  
  -0.004, -0.004  
  -0.004, -0.004  
  0.004, 0.004  
  0.000, 0.000  
  -0.004, -0.004  
  -0.004, -0.004  
  -0.003, -0.003  
  0.002, 0.002  
  0.004, 0.004  
  0.004, 0.004  
  -0.002, -0.002  
  -0.004, -0.004  
  -0.005, -0.005  
  -0.000, -0.000  
  -0.000, -0.000  
  -0.004, -0.004  
  -0.003, -0.003  
  0.005, 0.005  
  0.005, 0.005  
  0.004, 0.004  
  0.004, 0.004  
  -0.002, -0.002  
  -0.002, -0.002  
  0.000, 0.000  
  -0.001, -0.001  
  0.003, 0.003  
  0.000, 0.000  
  0.002, 0.002  
  0.002, 0.002  
  0.000, 0.000  
  -0.005, -0.005  
  -0.001, -0.001  
  -0.001, -0.001  
  0.004, 0.004  
  0.004, 0.004  
  0.002, 0.002  
  0.002, 0.002  
  -0.002, -0.002  
  0.002, 0.002  
  0.001, 0.001  
  -0.001, -0.001  
  -0.001, -0.001  
  0.002, 0.002  
  -0.003, -0.003  
  -0.001, -0.001  
  0.004, 0.004  
  0.004, 0.004  
  0.003, 0.003  
  -0.002, -0.002  
  -0.002, -0.002  
  -0.003, -0.003  
  0.004, 0.004  
  -0.001, -0.001  
  0.002, 0.002  
  0.005, 0.005  
  0.001, 0.001  
  0.002, 0.002  
  0.004, 0.004  
  0.004, 0.004  
  -0.001, -0.001  
  0.004, 0.004  
  -0.001, -0.001  
  -0.001, -0.001  
  0.003, 0.003  
  0.002, 0.002  
  0.004, 0.004  
  -0.000, -0.000  
  -0.003, -0.003  
  0.005, 0.005  
  0.004, 0.004  
  -0.004, -0.004  
  -0.004, -0.004  
  0.004, 0.004  
  0.001, 0.001  
  -0.001, -0.001  
  0.001, 0.001  
  0.001, 0.001  
  -0.002, -0.002  
  0.003, 0.003  
  -0.002, -0.002  
  -0.002, -0.002  
  -0.001, -0.001  
  -0.001, -0.001  
  -0.003, -0.003  
  -0.003, -0.003  
  -0.002, -0.002  
  0.001, 0.001  
  -0.001, -0.001  
  -0.003, -0.003  
  0.004, 0.004  
  -0.004, -0.004  
  -0.004, -0.004  
  -0.000, -0.000  
  -0.000, -0.000  
  0.003, 0.003  
  0.005, 0.005  
  0.004, 0.004  
  0.004, 0.004  
  0.002, 0.002  
  0.002, 0.002  
  -0.001, -0.001  
  0.002, 0.002  
  -0.001, -0.001  
  -0.001, -0.001  
  -0.002, -0.002  
  -0.003, -0.003  
  0.001, 0.001  
  0.001, 0.001  
  -0.003, -0.003  
  -0.003, -0.003  
  0.002, 0.002  
  -0.004, -0.004  
  0.003, 0.003  
  -0.003, -0.003  
  0.002, 0.002  
  0.002, 0.002  
  -0.004, -0.004  
  0.005, 0.005  
  0.005, 0.005  
  -0.004, -0.004  
  0.000, 0.000  
  0.000, 0.000  
  -0.003, -0.003  
  -0.003, -0.003  
  0.003, 0.003  
  0.003, 0.003  
  0.002, 0.002  
  0.002, 0.002  
  0.005, 0.005  
  0.005, 0.005  
  0.001, 0.001  
  0.003, 0.003  
  0.003, 0.003  
  -0.004, -0.004  
  -0.004, -0.004  
  0.000, 0.000  
  0.000, 0.000  
  -0.004, -0.004  
  -0.004, -0.004  
  -0.003, -0.003  
  -0.003, -0.003  
  -0.000, -0.000  
  0.003, 0.003  
  0.001, 0.001  
  0.003, 0.003  
  0.003, 0.003  
  -0.004, -0.004  
  -0.003, -0.003  
  0.005, 0.005  
  0.005, 0.005  
  -0.003, -0.003  
  0.004, 0.004  
  -0.004, -0.004  
  -0.004, -0.004  
  0.005, 0.005  
  -0.004, 0.006  
  0.004, 0.024  
  0.004, 0.024  
  -0.004, 0.026  
  -0.005, 0.035  
  -0.005, 0.035  
  0.004, 0.054  
  0.001, 0.061  
  -0.003, 0.067  
  -0.003, 0.067  
  -0.003, 0.077  
  -0.001, 0.089  
  -0.001, 0.089  
  0.004, 0.104  
  0.003, 0.113  
  0.003, 0.113  
  -0.001, 0.119  
  0.001, 0.131  
  0.001, 0.141  
  -0.000, 0.150  
  -0.000, 0.150  
  0.002, 0.162  
  -0.004, 0.166  
  0.000, 0.180  
  0.003, 0.193  
  0.003, 0.193  
  -0.002, 0.198  
  0.005, 0.215  
  0.001, 0.221  
  0.004, 0.234  
  0.004, 0.234  
  0.002, 0.242  
  0.001, 0.251  
  -0.005, 0.255  
  -0.005, 0.255  
  0.002, 0.272  
  0.003, 0.283  
  0.003, 0.283  
  0.004, 0.294  
  0.004, 0.304  
  0.003, 0.313  
  0.003, 0.313  
  0.005, 0.325  
  0.002, 0.332  
  0.002, 0.332  
  0.004, 0.344  
  0.005, 0.355  
  0.002, 0.362  
  -0.000, 0.370  
  -0.000, 0.370  
  -0.003, 0.377  
  0.003, 0.393  
  0.003, 0.393  
  0.004, 0.404  
  -0.004, 0.406  
  0.001, 0.421  
  -0.003, 0.427  
  -0.003, 0.427  
  0.001, 0.441  
  0.001, 0.441  
  -0.003, 0.447  
  0.002, 0.462  
  -0.002, 0.468  
  -0.002, 0.478  
  -0.002, 0.478  
  -0.003, 0.487  
  -0.004, 0.496  
  -0.004, 0.496  
  0.001, 0.511  
  -0.003, 0.517  
  0.002, 0.532  
  0.002, 0.532  
  0.000, 0.540  
  0.005, 0.555  
  -0.002, 0.558  
  -0.002, 0.558  
  0.000, 0.570  
  0.002, 0.582  
  -0.004, 0.586  
  -0.004, 0.586  
  -0.000, 0.600  
  0.001, 0.611  
  0.004, 0.624  
  0.004, 0.624  
  -0.000, 0.630  
  -0.002, 0.638  
  0.003, 0.653  
  -0.001, 0.659  
  -0.005, 0.665  
  -0.002, 0.678  
  0.001, 0.691  
  0.001, 0.691  
  0.003, 0.703  
  0.003, 0.703  
  -0.003, 0.707  
  0.002, 0.722  
  -0.000, 0.730  
  -0.000, 0.730  
  -0.000, 0.740  
  -0.002, 0.748  
  -0.002, 0.748  
  0.002, 0.762  
  -0.003, 0.767  
  0.001, 0.781  
  0.001, 0.781  
  -0.015, 0.785  
  -0.011, 0.799  
  -0.008, 0.812  
  -0.008, 0.812  
  -0.008, 0.822  
  -0.009, 0.831  
  -0.012, 0.838  
  -0.012, 0.838  
  -0.013, 0.847  
  -0.009, 0.861  
  -0.009, 0.871  
  -0.008, 0.882  
  -0.012, 0.888  
  -0.012, 0.888  
  -0.008, 0.902  
  -0.013, 0.907  
  -0.013, 0.907  
  -0.006, 0.924  
  -0.008, 0.932  
  -0.008, 0.932  
  -0.008, 0.942  
  -0.012, 0.948  
  -0.010, 0.960  
  -0.014, 0.966  
  -0.012, 0.978  
  -0.012, 0.978  
  -0.006, 0.994  
  -0.008, 1.002  
  -0.014, 1.006  
  -0.014, 1.016  
  -0.014, 1.016  
